eventnumber,condition,conditionlabel,istarget,presentationnumber,sequencenumber,stimC,stimL,stimR,streamnumber,stimnameL,stimnameR,stimnameC,response,rt,correct,time_stimon,time_stimoff,stimdur
185,2,left-right,0,185,4,-1,-1,26,0,,fish_3_upper,,0.0,0.0,0.0,67.73314636398572,67.83315994415898,0.10001358017325401
186,2,left-right,0,186,4,-1,-1,20,0,,stim021_inanimate_tools_1.png,,0.0,0.0,0.0,67.933144267241,68.03314736357424,0.10000309633323923
187,2,left-right,0,187,4,-1,21,-1,0,stim022_inanimate_tools_2.png,,,0.0,0.0,0.0,68.13315411709482,68.23319037159672,0.10003625450190157
188,2,left-right,0,188,4,-1,-1,25,0,,fish_2_lower_it,,0.0,0.0,0.0,68.33319639367983,68.43318949389504,0.09999310021521524
189,2,left-right,0,189,4,-1,27,-1,0,fish_4_upper_it,,,0.0,0.0,0.0,68.5331686969148,68.63319154188503,0.10002284497022629
190,2,left-right,0,190,4,-1,-1,8,0,,stim009_animate_face_1.png,,0.0,0.0,0.0,68.73320024588611,68.83319090795703,0.09999066207092255
191,2,left-right,0,191,4,-1,14,-1,0,stim015_inanimate_boats_3.png,,,0.0,0.0,0.0,68.93320278148167,69.03320514643565,0.10000236495397985
192,2,left-right,0,0,2,-1,42,-1,1,tree_7_upper,,,0.0,0.0,0.0,74.58335566223832,74.6833536386257,0.09999797638738528
193,2,left-right,0,1,2,-1,-1,18,1,,stim019_inanimate_tree_3.png,,0.0,0.0,0.0,74.78335015213815,74.8833510542172,0.10000090207904577
194,2,left-right,0,2,2,-1,26,-1,1,fish_3_upper,,,0.0,0.0,0.0,74.98335536965169,75.08335407747654,0.09999870782485232
195,2,left-right,0,3,2,-1,-1,30,1,,bird_4_upper,,0.0,0.0,0.0,75.18335424811812,75.28336222073995,0.10000797262182459
196,2,left-right,0,4,2,-1,-1,19,1,,stim020_inanimate_tree_4.png,,0.0,0.0,0.0,75.3833758009132,75.4833584172884,0.09998261637520045
197,2,left-right,0,5,2,-1,27,-1,1,fish_4_upper_it,,,0.0,0.0,0.0,75.58338101842673,75.68337558145868,0.09999456303194165
198,2,left-right,0,6,2,-1,-1,42,1,,tree_7_upper,,0.0,0.0,0.0,75.78338721120963,75.88339250185527,0.10000529064564034
199,2,left-right,0,7,2,-1,28,-1,1,bird_2_lower,,,0.0,0.0,0.0,75.98339779250091,76.08339211175917,0.09999431925825775
200,2,left-right,0,8,2,-1,-1,2,1,,stim003_animate_fish_3.png,,0.0,0.0,0.0,76.18339423288126,76.28339001501445,0.09999578213319182
201,2,left-right,0,9,2,-1,10,-1,1,stim011_animate_face_3.png,,,0.0,0.0,0.0,76.38340213231277,76.48339230677811,0.09999017446534708
202,2,left-right,0,10,2,-1,-1,36,1,,boat_4_lower,,0.0,0.0,0.0,76.58340856886934,76.68337850720854,0.09996993833919987
203,2,left-right,0,11,2,-1,33,-1,1,face_4_lower_it,,,0.0,0.0,0.0,76.78341159212869,76.88341615139507,0.10000455926638097
204,2,left-right,0,12,2,-1,6,-1,1,stim007_animate_bird_3.png,,,0.0,0.0,0.0,76.98341559059918,77.08342088130303,0.100005290703848
205,2,left-right,0,13,2,-1,-1,8,1,,stim009_animate_face_1.png,,0.0,0.0,0.0,77.18342275859322,77.28343146259431,0.10000870400108397
206,2,left-right,0,14,2,-1,44,-1,1,tool_6_lower,,,0.0,0.0,0.0,77.38343187706778,77.48342741536908,0.09999553830130026
207,2,left-right,0,15,2,-1,-1,34,1,,face_5_upper,,0.0,0.0,0.0,77.58343368128408,77.68343165767146,0.09999797638738528
208,2,left-right,0,16,2,-1,43,-1,1,tree_8_upper_it,,,0.0,0.0,0.0,77.78342500166036,77.88344833423616,0.10002333257580176
209,2,left-right,0,17,2,-1,-1,26,1,,fish_3_upper,,0.0,0.0,0.0,77.98343704582658,78.08344014221802,0.10000309639144689
210,2,left-right,0,18,2,-1,-1,20,1,,stim021_inanimate_tools_1.png,,0.0,0.0,0.0,78.18344640813302,78.28344584739534,0.09999943926231936
211,2,left-right,0,19,2,-1,24,-1,1,fish_1_lower,,,0.0,0.0,0.0,78.38345893996302,78.48345545347547,0.0999965135124512
212,2,left-right,0,20,2,-1,34,-1,1,face_5_upper,,,0.0,0.0,0.0,78.58345513651147,78.6834692042903,0.10001406777882949
213,2,left-right,0,21,2,-1,-1,41,1,,tree_6_lower_it,,0.0,0.0,0.0,78.78347327595111,78.88347369042458,0.1000004144734703
214,2,left-right,0,22,2,-1,47,-1,1,tool_9_upper_it,,,0.0,0.0,0.0,78.98345630679978,79.08345525839832,0.09999895159853622
215,2,left-right,0,23,2,-1,-1,40,1,,tree_5_lower,,0.0,0.0,0.0,79.18346054910216,79.2834980225889,0.10003747348673642
216,2,left-right,0,24,2,-1,12,-1,1,stim013_inanimate_boats_1.png,,,0.0,0.0,0.0,79.38346844853368,79.4834827601444,0.10001431161072105
217,2,left-right,0,25,2,-1,-1,27,1,,fish_4_upper_it,,0.0,0.0,0.0,79.58348585653584,79.68349407287315,0.10000821633730084
218,2,left-right,0,26,2,-1,-1,1,1,,stim002_animate_fish_2.png,,0.0,0.0,0.0,79.7834757140372,79.88347637234256,0.10000065830536187
219,2,left-right,0,27,2,-1,2,-1,1,stim003_animate_fish_3.png,,,0.0,0.0,0.0,79.98348263819935,80.08346110983985,0.09997847164049745
220,2,left-right,0,28,2,-1,-1,5,1,,stim006_animate_bird_2.png,,0.0,0.0,0.0,80.18350589764304,80.28350363019854,0.09999773255549371
221,2,left-right,0,29,2,-1,46,-1,1,tool_8_upper,,,0.0,0.0,0.0,80.38347698183497,80.48349226871505,0.10001528688007966
222,2,left-right,0,30,2,-1,-1,23,1,,stim024_inanimate_tools_4.png,,0.0,0.0,0.0,80.58351096889237,80.68351406528382,0.10000309639144689
223,2,left-right,0,31,2,-1,36,-1,1,boat_4_lower,,,0.0,0.0,0.0,80.78353471594164,80.88352318375837,0.0999884678167291
224,2,left-right,0,32,2,-1,41,-1,1,tree_6_lower_it,,,0.0,0.0,0.0,80.9835179906222,81.08352474414278,0.10000675352057442
225,2,left-right,0,33,2,-1,-1,14,1,,stim015_inanimate_boats_3.png,,0.0,0.0,0.0,81.18351711286232,81.28353435022291,0.1000172373605892
226,2,left-right,0,34,2,-1,-1,43,1,,tree_8_upper_it,,0.0,0.0,0.0,81.38354085991159,81.48352420772426,0.09998334781266749
227,2,left-right,0,35,2,-1,25,-1,1,fish_2_lower_it,,,0.0,0.0,0.0,81.58352852315875,81.68354332243325,0.10001479927450418
228,2,left-right,0,36,2,-1,45,-1,1,tool_7_lower_it,,,0.0,0.0,0.0,81.78354958829004,81.88354585802881,0.0999962697387673
229,2,left-right,0,37,2,-1,-1,17,1,,stim018_inanimate_tree_2.png,,0.0,0.0,0.0,81.98355041723698,82.08354449266335,0.09999407542636618
230,2,left-right,0,38,2,-1,-1,4,1,,stim005_animate_bird_1.png,,0.0,0.0,0.0,82.1835390557535,82.28356141305994,0.10002235730644315
231,2,left-right,0,39,2,-1,7,-1,1,stim008_animate_bird_4.png,,,0.0,0.0,0.0,82.38356450945139,82.48357492010109,0.10001041064970195
232,2,left-right,0,40,2,-1,4,-1,1,stim005_animate_bird_1.png,,,0.0,0.0,0.0,82.58355924318312,82.68356038909405,0.10000114591093734
233,2,left-right,0,41,2,-1,-1,44,1,,tool_6_lower,,0.0,0.0,0.0,82.7835698244744,82.88355756085366,0.09998773637926206
234,2,left-right,0,42,2,-1,8,-1,1,stim009_animate_face_1.png,,,0.0,0.0,0.0,82.98358138109324,83.08357960125431,0.09999822016106918
235,2,left-right,0,43,2,-1,-1,11,1,,stim012_animate_face_4.png,,0.0,0.0,0.0,83.1835583166685,83.28357433498604,0.1000160183175467
236,2,left-right,0,44,2,-1,13,-1,1,stim014_inanimate_boats_2.png,,,0.0,0.0,0.0,83.38358693994815,83.48358101537451,0.09999407542636618
237,2,left-right,0,45,2,-1,-1,3,1,,stim004_animate_fish_4.png,,0.0,0.0,0.0,83.58358118601609,83.6835937909782,0.10001260496210307
238,2,left-right,0,46,2,-1,16,-1,1,stim017_inanimate_tree_1.png,,,0.0,0.0,0.0,83.78359713114332,83.88359900849173,0.10000187734840438
239,2,left-right,0,47,2,-1,-1,35,1,,face_6_upper_it,,0.0,0.0,0.0,83.9836079563247,84.08360495744273,0.09999700111802667
240,2,left-right,0,48,2,-1,32,-1,1,face_3_lower,,,0.0,0.0,0.0,84.18359952047467,84.28360188542865,0.10000236495397985
241,2,left-right,0,49,2,-1,-1,25,1,,fish_2_lower_it,,0.0,0.0,0.0,84.38361327134771,84.48361441725865,0.10000114591093734
242,2,left-right,0,50,2,-1,20,-1,1,stim021_inanimate_tools_1.png,,,0.0,0.0,0.0,84.58364018792054,84.68359232810326,0.09995214018272236
243,2,left-right,0,51,2,-1,-1,15,1,,stim016_inanimate_boats_4.png,,0.0,0.0,0.0,84.7836278511677,84.88362704659812,0.09999919543042779
244,2,left-right,0,52,2,-1,-1,22,1,,stim023_inanimate_tools_3.png,,0.0,0.0,0.0,84.98363038676325,85.08361861074809,0.09998822398483753
245,2,left-right,R,53,2,-1,21,-1,1,stim022_inanimate_tools_2.png,,,0.0,0.0,0.0,85.18364218715578,85.2836265101796,0.09998432302381843
246,2,left-right,0,54,2,-1,35,-1,1,face_6_upper_it,,,0.0,0.0,0.0,85.38364228466526,85.48364221153315,0.09999992686789483
247,2,left-right,0,55,2,-1,-1,13,1,,stim014_inanimate_boats_2.png,,1.0,0.39227582269813865,1.0,85.58364457648713,85.68365035479655,0.10000577830942348
248,2,left-right,0,56,2,-1,3,-1,1,stim004_animate_fish_4.png,,,0.0,0.0,0.0,85.78363175212871,85.88365264656022,0.10002089443150908
249,2,left-right,0,57,2,-1,-1,12,1,,stim013_inanimate_boats_1.png,,0.0,0.0,0.0,85.9836552553461,86.0836568888626,0.10000163351651281
250,2,left-right,0,58,2,-1,-1,6,1,,stim007_animate_bird_3.png,,0.0,0.0,0.0,86.18366851855535,86.28365381684853,0.09998529829317704
251,2,left-right,0,59,2,-1,37,-1,1,boat_5_lower_it,,,0.0,0.0,0.0,86.38364204089157,86.48364245536504,0.1000004144734703
252,2,left-right,0,60,2,-1,31,-1,1,bird_5_upper_it,,,0.0,0.0,0.0,86.58364750217879,86.68366547097685,0.10001796879805624
253,2,left-right,0,61,2,-1,-1,45,1,,tool_7_lower_it,,0.0,0.0,0.0,86.78368490259163,86.88367995322915,0.09999505063751712
254,2,left-right,0,62,2,-1,9,-1,1,stim010_animate_face_2.png,,,0.0,0.0,0.0,86.98368256201502,87.08368736505508,0.10000480304006487
255,2,left-right,0,63,2,-1,-1,29,1,,bird_3_lower_it,,0.0,0.0,0.0,87.18369314336451,87.2836608873331,0.0999677439685911
256,2,left-right,0,64,2,-1,0,-1,1,stim001_animate_fish_1.png,,,0.0,0.0,0.0,87.38369226560462,87.4836990191252,0.10000675352057442
257,2,left-right,0,65,2,-1,-1,33,1,,face_4_lower_it,,0.0,0.0,0.0,87.58368334220722,87.68369911669288,0.10001577448565513
258,2,left-right,0,66,2,-1,-1,39,1,,boat_7_upper_it,,0.0,0.0,0.0,87.78370513877599,87.88369214371778,0.09998700494179502
259,2,left-right,0,67,2,-1,11,-1,1,stim012_animate_face_4.png,,,0.0,0.0,0.0,87.9837086496409,88.08367663744139,0.09996798780048266
260,2,left-right,R,68,2,-1,17,-1,1,stim018_inanimate_tree_2.png,,,0.0,0.0,0.0,88.18369899474783,88.28371428162791,0.10001528688007966
261,2,left-right,0,69,2,-1,-1,28,1,,bird_2_lower,,0.0,0.0,0.0,88.38371006370289,88.48372535058297,0.10001528688007966
262,2,left-right,0,70,2,-1,-1,10,1,,stim011_animate_face_3.png,,1.0,0.39232629124308005,1.0,88.58371528121643,88.68372910522157,0.10001382400514558
263,2,left-right,0,71,2,-1,1,-1,1,stim002_animate_fish_2.png,,,0.0,0.0,0.0,88.78373390826164,88.88373407896142,0.1000001706997864
264,2,left-right,0,72,2,-1,22,-1,1,stim023_inanimate_tools_3.png,,,0.0,0.0,0.0,88.98374253913062,89.08374027168611,0.09999773255549371
265,2,left-right,0,73,2,-1,-1,47,1,,tool_9_upper_it,,0.0,0.0,0.0,89.18374385574134,89.28374622063711,0.10000236489577219
266,2,left-right,0,74,2,-1,-1,24,1,,fish_1_lower,,0.0,0.0,0.0,89.38375029229792,89.48374900012277,0.09999870782485232
267,2,left-right,0,75,2,-1,19,-1,1,stim020_inanimate_tree_4.png,,,0.0,0.0,0.0,89.58375624124892,89.68375665572239,0.1000004144734703
268,2,left-right,0,76,2,-1,5,-1,1,stim006_animate_bird_2.png,,,0.0,0.0,0.0,89.78375707019586,89.88373944273917,0.09998237254330888
269,2,left-right,0,77,2,-1,-1,16,1,,stim017_inanimate_tree_1.png,,0.0,0.0,0.0,89.98376058106078,90.08374514791649,0.09998456685571
270,2,left-right,0,78,2,-1,29,-1,1,bird_3_lower_it,,,0.0,0.0,0.0,90.18376921192976,90.2837745025754,0.10000529064564034
271,2,left-right,0,79,2,-1,-1,38,1,,boat_6_upper,,0.0,0.0,0.0,90.38377954944735,90.48377898865147,0.0999994392041117
272,2,left-right,0,80,2,-1,40,-1,1,tree_5_lower,,,0.0,0.0,0.0,90.58378525456646,90.68376738333609,0.09998212876962498
273,2,left-right,0,81,2,-1,-1,0,1,,stim001_animate_fish_1.png,,0.0,0.0,0.0,90.78377047972754,90.88378796086181,0.10001748113427311
274,2,left-right,0,82,2,-1,-1,7,1,,stim008_animate_bird_4.png,,0.0,0.0,0.0,90.98379300773377,91.08405649260385,0.10026348487008363
275,2,left-right,0,83,2,-1,30,-1,1,bird_4_upper,,,0.0,0.0,0.0,91.18379578716122,91.2837681635283,0.09997237636707723
276,2,left-right,0,84,2,-1,-1,32,1,,face_3_lower,,0.0,0.0,0.0,91.38379954179982,91.48380361340242,0.10000407160259783
277,2,left-right,0,85,2,-1,23,-1,1,stim024_inanimate_tools_4.png,,,0.0,0.0,0.0,91.5838079288369,91.68380614905618,0.09999822021927685
278,2,left-right,0,86,2,-1,14,-1,1,stim015_inanimate_boats_3.png,,,0.0,0.0,0.0,91.78380900161574,91.88381697417935,0.10000797256361693
279,2,left-right,C,87,2,-1,-1,9,1,,stim010_animate_face_2.png,,0.0,0.0,0.0,91.98381665721536,92.08381682791514,0.1000001706997864
280,2,left-right,0,88,2,-1,-1,37,1,,boat_5_lower_it,,0.0,0.0,0.0,92.18382114334963,92.28382082638564,0.09999968303600326
281,2,left-right,0,89,2,-1,18,-1,1,stim019_inanimate_tree_3.png,,,1.0,0.3922119445633143,1.0,92.38378954562359,92.48382872581715,0.10003918019356206
282,2,left-right,0,90,2,-1,-1,46,1,,tool_8_upper,,0.0,0.0,0.0,92.58383426029468,92.6838356499793,0.10000138968462124
283,2,left-right,0,91,2,-1,15,-1,1,stim016_inanimate_boats_4.png,,,0.0,0.0,0.0,92.78385873872321,92.88382965227356,0.09997091355035082
284,2,left-right,0,92,2,-1,38,-1,1,boat_6_upper,,,0.0,0.0,0.0,92.98383908771211,93.08382999361493,0.09999090590281412
285,2,left-right,0,93,2,-1,-1,21,1,,stim022_inanimate_tools_2.png,,0.0,0.0,0.0,93.18384893762413,93.28385057114065,0.10000163351651281
286,2,left-right,0,94,2,-1,-1,31,1,,bird_5_upper_it,,0.0,0.0,0.0,93.38386073795846,93.48384969343897,0.09998895548051223
287,2,left-right,0,95,2,-1,39,-1,1,boat_7_upper_it,,,0.0,0.0,0.0,93.58384620695142,93.6838700271328,0.10002382018137723
288,2,left-right,0,96,2,-1,24,-1,1,fish_1_lower,,,0.0,0.0,0.0,93.78387312352424,93.8838825589628,0.10000943543855101
289,2,left-right,0,97,2,-1,-1,35,1,,face_6_upper_it,,0.0,0.0,0.0,93.98386980767827,94.08386997837806,0.1000001706997864
290,2,left-right,0,98,2,-1,43,-1,1,tree_8_upper_it,,,0.0,0.0,0.0,94.1838755128556,94.28387592732906,0.1000004144734703
291,2,left-right,0,99,2,-1,-1,21,1,,stim022_inanimate_tools_2.png,,0.0,0.0,0.0,94.38388024276355,94.48388212005375,0.10000187729019672
292,2,left-right,0,100,2,-1,-1,10,1,,stim011_animate_face_3.png,,0.0,0.0,0.0,94.58388619171456,94.68388026714092,0.09999407542636618
293,2,left-right,0,101,2,-1,17,-1,1,stim018_inanimate_tree_2.png,,,0.0,0.0,0.0,94.78388409491163,94.88388426561141,0.1000001706997864
294,2,left-right,0,102,2,-1,-1,0,1,,stim001_animate_fish_1.png,,0.0,0.0,0.0,94.9838927257806,95.08389874786371,0.10000602208310738
295,2,left-right,0,103,2,-1,32,-1,1,face_3_lower,,,0.0,0.0,0.0,95.18390623282176,95.28390567208407,0.09999943926231936
296,2,left-right,0,104,2,-1,-1,31,1,,bird_5_upper_it,,0.0,0.0,0.0,95.38390584272565,95.48391479055863,0.10000894783297554
297,2,left-right,0,105,2,-1,20,-1,1,stim021_inanimate_tools_1.png,,,0.0,0.0,0.0,95.58390789071564,95.68391098710708,0.10000309639144689
298,2,left-right,L,106,2,-1,-1,40,1,,tree_5_lower,,0.0,0.0,0.0,95.78392212919425,95.88392254366772,0.1000004144734703
299,2,left-right,0,107,2,-1,5,-1,1,stim006_animate_bird_2.png,,,0.0,0.0,0.0,95.98392295814119,96.08390533074271,0.09998237260151654
300,2,left-right,0,108,2,-1,9,-1,1,stim010_animate_face_2.png,,,1.0,0.3001797120086849,1.0,96.18392646900611,96.28392615210032,0.09999968309421092
301,2,left-right,0,109,2,-1,-1,15,1,,stim016_inanimate_boats_4.png,,0.0,0.0,0.0,96.38391925225733,96.48393332009437,0.10001406783703715
302,2,left-right,0,110,2,-1,13,-1,1,stim014_inanimate_boats_2.png,,,0.0,0.0,0.0,96.58393958595116,96.68393975665094,0.1000001706997864
303,2,left-right,0,111,2,-1,-1,18,1,,stim019_inanimate_tree_3.png,,0.0,0.0,0.0,96.78394529112848,96.88394497416448,0.09999968303600326
304,2,left-right,0,112,2,-1,28,-1,1,bird_2_lower,,,0.0,0.0,0.0,96.9839507524739,97.08395092311548,0.10000017064157873
305,2,left-right,0,113,2,-1,-1,19,1,,stim020_inanimate_tree_4.png,,0.0,0.0,0.0,97.18395743280416,97.28396150446497,0.1000040716608055
306,2,left-right,0,114,2,-1,-1,29,1,,bird_3_lower_it,,0.0,0.0,0.0,97.38396411319263,97.48396087053698,0.09999675734434277
307,2,left-right,0,115,2,-1,39,-1,1,boat_7_upper_it,,,0.0,0.0,0.0,97.58397371933097,97.68396389379632,0.09999017446534708
308,2,left-right,0,116,2,-1,8,-1,1,stim009_animate_face_1.png,,,0.0,0.0,0.0,97.78397527965717,97.88396521034883,0.09998993069166318
309,2,left-right,0,117,2,-1,-1,44,1,,tool_6_lower,,0.0,0.0,0.0,97.98397805914283,98.08395994408056,0.09998188493773341
310,2,left-right,0,118,2,-1,41,-1,1,tree_6_lower_it,,,0.0,0.0,0.0,98.18398059473839,98.28398271586047,0.10000212112208828
311,2,left-right,0,119,2,-1,-1,12,1,,stim013_inanimate_boats_1.png,,0.0,0.0,0.0,98.38396874559112,98.48398622672539,0.10001748113427311
312,2,left-right,0,120,2,-1,23,-1,1,stim024_inanimate_tools_4.png,,,0.0,0.0,0.0,98.5839922488085,98.68399193190271,0.09999968309421092
313,2,left-right,0,121,2,-1,-1,38,1,,boat_6_upper,,0.0,0.0,0.0,98.78400087967748,98.8839981246274,0.09999724494991824
314,2,left-right,0,122,2,-1,-1,47,1,,tool_9_upper_it,,0.0,0.0,0.0,98.98400463437429,99.0839721345692,0.09996750019490719
315,2,left-right,0,123,2,-1,32,-1,1,face_3_lower,,,0.0,0.0,0.0,99.18401424045442,99.28399441874353,0.09998017828911543
316,2,left-right,0,124,2,-1,-1,0,1,,stim001_animate_fish_1.png,,0.0,0.0,0.0,99.38401701988187,99.48401792196091,0.10000090207904577
317,2,left-right,0,125,2,-1,18,-1,1,stim019_inanimate_tree_3.png,,,0.0,0.0,0.0,99.58402126218425,99.6840219204314,0.1000006582471542
318,2,left-right,0,126,2,-1,-1,14,1,,stim015_inanimate_boats_3.png,,0.0,0.0,0.0,99.784025992034,99.8840385969961,0.10001260496210307
319,2,left-right,0,127,2,-1,42,-1,1,tree_7_upper,,,0.0,0.0,0.0,99.98403681721538,100.08403528120834,0.09999846399296075
320,2,left-right,0,128,2,-1,46,-1,1,tool_8_upper,,,0.0,0.0,0.0,100.18402911280282,100.28403684159275,0.10000772878993303
321,2,left-right,0,129,2,-1,-1,36,1,,boat_4_lower,,0.0,0.0,0.0,100.38403676846065,100.48403547622729,0.09999870776664466
322,2,left-right,0,130,2,-1,-1,39,1,,boat_7_upper_it,,0.0,0.0,0.0,100.58404491166584,100.68404849566286,0.10000358399702236
323,2,left-right,0,131,2,-1,14,-1,1,stim015_inanimate_boats_3.png,,,0.0,0.0,0.0,100.78404744731961,100.88405298179714,0.10000553447753191
324,2,left-right,0,132,2,-1,13,-1,1,stim014_inanimate_boats_2.png,,,0.0,0.0,0.0,100.98405656579416,101.08405624883017,0.09999968303600326
325,2,left-right,0,133,2,-1,-1,25,1,,fish_2_lower_it,,0.0,0.0,0.0,101.18406714708544,101.28402367589297,0.09995652880752459
326,2,left-right,0,134,2,-1,-1,1,1,,stim002_animate_fish_2.png,,0.0,0.0,0.0,101.38406700082123,101.48406717146281,0.10000017064157873
327,2,left-right,0,135,2,-1,22,-1,1,stim023_inanimate_tools_3.png,,,0.0,0.0,0.0,101.58407465642085,101.68407848424977,0.10000382782891393
328,2,left-right,0,136,2,-1,33,-1,1,face_4_lower_it,,,0.0,0.0,0.0,101.7840776796802,101.88410369417397,0.10002601449377835
329,2,left-right,0,137,2,-1,-1,23,1,,stim024_inanimate_tools_4.png,,0.0,0.0,0.0,101.98408436006866,102.08409330784343,0.10000894777476788
330,2,left-right,0,138,2,-1,28,-1,1,bird_2_lower,,,0.0,0.0,0.0,102.18407421757001,102.28406634251587,0.09999212494585663
331,2,left-right,0,139,2,-1,-1,47,1,,tool_9_upper_it,,0.0,0.0,0.0,102.38406919507543,102.4840803372208,0.10001114214537665
332,2,left-right,0,140,2,-1,7,-1,1,stim008_animate_bird_4.png,,,0.0,0.0,0.0,102.58408562786644,102.684095063305,0.10000943543855101
333,2,left-right,0,141,2,-1,-1,16,1,,stim017_inanimate_tree_1.png,,0.0,0.0,0.0,102.78409157681745,102.88409174745902,0.10000017064157873
334,2,left-right,0,142,2,-1,26,-1,1,fish_3_upper,,,0.0,0.0,0.0,102.98410386481555,103.0840855059796,0.0999816411640495
335,2,left-right,0,143,2,-1,-1,37,1,,boat_5_lower_it,,0.0,0.0,0.0,103.1840895775822,103.2840958434972,0.10000626591499895
336,2,left-right,0,144,2,-1,2,-1,1,stim003_animate_fish_3.png,,,0.0,0.0,0.0,103.38409650174435,103.48409618483856,0.09999968309421092
337,2,left-right,0,145,2,-1,-1,6,1,,stim007_animate_bird_3.png,,0.0,0.0,0.0,103.5840992811718,103.68410408427007,0.10000480309827253
338,2,left-right,0,146,2,-1,9,-1,1,stim010_animate_face_2.png,,,0.0,0.0,0.0,103.78411059395876,103.88412051700288,0.10000992304412648
339,2,left-right,0,147,2,-1,-1,25,1,,fish_2_lower_it,,0.0,0.0,0.0,103.98411191051127,104.08411256881664,0.10000065830536187
340,2,left-right,0,148,2,-1,-1,4,1,,stim005_animate_bird_1.png,,0.0,0.0,0.0,104.18412249186076,104.28449495963287,0.10037246777210385
341,2,left-right,0,149,2,-1,34,-1,1,face_5_upper,,,0.0,0.0,0.0,104.3841233208077,104.48412446671864,0.10000114591093734
342,2,left-right,C,150,2,-1,2,-1,1,stim003_animate_fish_3.png,,,0.0,0.0,0.0,104.5841314640711,104.68412846518913,0.09999700111802667
343,2,left-right,0,151,2,-1,-1,34,1,,face_5_upper,,0.0,0.0,0.0,104.78413253679173,104.88413246365963,0.09999992686789483
344,2,left-right,0,152,2,-1,11,-1,1,stim012_animate_face_4.png,,,1.0,0.3922436397988349,1.0,104.98412897717208,105.08410818025004,0.09997920307796448
345,2,left-right,0,153,2,-1,-1,1,1,,stim002_animate_fish_2.png,,0.0,0.0,0.0,105.18415394326439,105.2841728872736,0.10001894400920719
346,2,left-right,0,154,2,-1,-1,17,1,,stim018_inanimate_tree_2.png,,0.0,0.0,0.0,105.3841598922154,105.48415567434859,0.09999578213319182
347,2,left-right,0,155,2,-1,10,-1,1,stim011_animate_face_3.png,,,0.0,0.0,0.0,105.58416437834967,105.68418234708952,0.10001796873984858
348,2,left-right,0,156,2,-1,6,-1,1,stim007_animate_bird_3.png,,,0.0,0.0,0.0,105.78418983204756,105.88418610172812,0.09999626968055964
349,2,left-right,0,157,2,-1,-1,3,1,,stim004_animate_fish_4.png,,0.0,0.0,0.0,105.98419114860008,106.08419522020267,0.10000407160259783
350,2,left-right,0,158,2,-1,20,-1,1,stim021_inanimate_tools_1.png,,,0.0,0.0,0.0,106.18419636611361,106.28419336728984,0.09999700117623433
